geocode,Forecast_Year,Pred_R0,Pred_Peak_Week,Pred_Total_Cases_Log,Pred_Total_Cases,Pred_Alpha,Pred_Beta
3157252,2026,2.0539768,18.31069,4.806306,121,0.51550853,0.6334226
3157278,2026,1.9840503,20.931522,5.8157253,334,0.49600744,0.5951003
3157302,2026,2.4345603,18.397158,5.4973736,243,0.5906408,0.78040665
3157336,2026,2.1999464,15.937398,6.5088534,670,0.5497592,0.6575905
3157377,2026,2.4483066,14.534089,4.933592,137,0.59192073,0.7344258
3157401,2026,1.9394948,19.81539,5.729324,306,0.4869509,0.5846012
3157500,2026,2.10276,20.448433,5.3618164,212,0.5298638,0.63604975
3157609,2026,2.059483,17.579773,5.1140523,165,0.51727164,0.654948
3157658,2026,1.9251493,20.71671,5.267542,192,0.48059362,0.58858514
3157708,2026,1.6932809,20.456167,5.5163465,247,0.4099913,0.512398
3157807,2026,1.6236144,18.953072,8.014756,3024,0.38057297,0.49039638
3157906,2026,1.961929,18.596,5.2834897,196,0.49366543,0.5910348
3158003,2026,2.4446445,18.160788,6.2370105,510,0.5934484,0.7121974
3158102,2026,3.1898987,8.460651,4.3884225,79,0.68484473,0.9797859
3158201,2026,1.9907491,18.645374,5.7532535,314,0.48981425,0.59448916
3158300,2026,1.8904889,23.29929,5.710878,301,0.4695054,0.55869627
3158409,2026,2.347554,16.504238,5.197157,179,0.5818216,0.7012628
3158508,2026,2.1389084,15.5539875,5.6024,270,0.53761744,0.6361238
3158607,2026,2.4171824,13.312149,5.7751417,321,0.5923542,0.7211598
3158805,2026,1.9364039,14.942501,5.7742906,320,0.4878187,0.60680014
3158904,2026,2.2102578,14.2628765,5.4280286,226,0.5496712,0.6640709
3158953,2026,1.7241113,16.281963,6.1292057,458,0.41622388,0.51467556
3159001,2026,1.650662,12.21338,6.3949943,597,0.39646426,0.49437773
3159100,2026,2.1830149,15.6831875,6.6410685,764,0.54192954,0.65476817
3159308,2026,1.942251,16.937355,6.3751097,586,0.48516408,0.6399476
3159357,2026,1.9558353,18.1971,4.834576,124,0.49427396,0.5808745
3159506,2026,2.6937337,17.394577,6.216063,499,0.62875897,0.80795544
3159605,2026,1.781332,22.438835,7.0538054,1156,0.44350153,0.54335165
3159704,2026,1.9537889,16.974136,5.891106,360,0.49115735,0.59059995
3159803,2026,1.7108457,20.939348,6.346738,569,0.4196942,0.51716673
3159902,2026,1.8497688,18.646233,6.5683994,711,0.4615324,0.57628465
3160009,2026,1.989751,15.894434,5.9439282,380,0.49879056,0.62173414
3160108,2026,2.3538105,18.696352,5.3284917,205,0.5818444,0.6980289
3160207,2026,1.7807817,23.443499,5.3031683,199,0.44201088,0.54199827
3160306,2026,1.8140253,19.00706,5.857654,348,0.45604944,0.5617039
3160405,2026,1.7495298,20.292675,6.670208,787,0.43781334,0.5341236
3160454,2026,2.5429835,23.966408,6.1643085,474,0.6067557,0.7627335
3160504,2026,2.4476185,17.057713,4.997248,147,0.59143776,0.807554
3160603,2026,2.2212238,15.929219,5.792362,326,0.5551054,0.66143864
3160702,2026,1.9357344,22.440638,5.985547,396,0.48570684,0.5805108
3160801,2026,2.2015357,23.721287,6.108994,448,0.545782,0.6603231
3160900,2026,1.7273995,18.813139,6.381645,589,0.41620532,0.508144
3160959,2026,2.4171677,15.202072,5.3005676,199,0.58629256,0.7250192
3161007,2026,2.0394886,17.911795,6.9294543,1020,0.5148987,0.6071791
3161106,2026,1.7251704,17.472282,6.326145,557,0.41750112,0.5098473
3161205,2026,2.283913,19.959942,6.8554077,947,0.5630948,0.7084074
3161304,2026,1.8277552,22.310308,5.9423413,379,0.45578945,0.5553787
3161403,2026,2.337933,17.739954,5.8542557,347,0.5763271,0.70299184
3161502,2026,2.1024806,17.609734,6.043667,420,0.53152597,0.62558603
3161601,2026,1.7294106,16.991076,5.460499,234,0.39113706,0.49925852
3161700,2026,1.7867467,20.137825,5.6963687,296,0.4409619,0.5452976
3161809,2026,1.6626458,18.928904,5.864376,351,0.41392294,0.49586058
3161908,2026,1.6152389,21.37978,6.6298704,756,0.381353,0.4947691
3162005,2026,1.8227612,20.496105,6.0985885,444,0.45165673,0.5426634
3162104,2026,1.9133877,21.39284,6.815775,911,0.48467246,0.59181464
3162203,2026,1.8735904,21.507322,5.473844,237,0.47887158,0.5751138
3162252,2026,1.8015631,18.088282,5.3221097,203,0.45344934,0.551602
3162302,2026,2.8768556,25.050756,4.5539823,94,0.6523822,0.9491755
3162401,2026,1.96105,16.314764,6.6239,751,0.49028805,0.62522703
3162450,2026,2.487204,21.992823,5.929159,374,0.60435647,0.74369645
3162500,2026,1.7741522,21.156433,7.2436686,1398,0.4366848,0.52672625
3162559,2026,1.9701883,21.17432,6.1489205,467,0.49677005,0.632789
3162575,2026,1.9968373,16.901773,5.451861,232,0.50412,0.6055063
3162609,2026,2.9229367,11.491732,6.01024,406,0.6618863,0.8773259
3162658,2026,1.7803296,22.409155,5.9940214,400,0.44359568,0.5336854
3162708,2026,2.078039,23.634157,6.0118623,407,0.51857173,0.63320065
3162807,2026,2.284845,19.771177,6.1211267,454,0.5665584,0.6908872
3162906,2026,1.8483516,20.601906,7.0519753,1154,0.4641181,0.5506762
3162922,2026,1.9345438,18.425491,7.2013974,1340,0.48885494,0.57877576
3162948,2026,1.7606122,20.504305,6.293477,540,0.4391077,0.5374273
3162955,2026,1.6875386,18.152826,6.9795756,1073,0.3983973,0.5004855
3163003,2026,2.3878694,11.314486,5.2085724,181,0.5862801,0.7242556
3163102,2026,2.1548975,15.449921,5.2240376,184,0.5400149,0.64970315
3163201,2026,2.1333358,13.954937,6.677334,793,0.53126556,0.63986784
3163300,2026,1.6241968,14.022696,5.9376307,378,0.38438374,0.53588855
3163409,2026,2.4776802,13.820973,5.667665,288,0.5998774,0.75089526
3163508,2026,1.8058585,21.644547,5.608982,271,0.45189625,0.5528409
3163607,2026,2.8203962,13.112697,4.4823437,87,0.6474254,0.88916165
3163706,2026,1.8759612,20.57159,6.9838247,1078,0.4723631,0.5801654
3163805,2026,2.1205726,22.312656,5.9374423,377,0.5284451,0.63603956
3163904,2026,2.1899366,21.242664,6.0759425,434,0.54337704,0.6568439
3164001,2026,1.9152668,16.111738,5.9787164,393,0.48088732,0.57156885
3164100,2026,2.008457,18.775686,4.958731,141,0.5049054,0.6277036
3164209,2026,2.5012987,13.280184,5.490824,241,0.6068627,0.7681295
3164308,2026,2.148307,22.97368,6.527127,682,0.5397247,0.64579976
3164407,2026,2.26047,24.75376,6.2499557,516,0.5576213,0.7458083
3164431,2026,1.941359,21.271288,4.9327817,137,0.4873507,0.5792347
3164472,2026,3.204562,17.586124,4.9889765,145,0.6929106,0.9753606
3164506,2026,1.9934759,12.8161545,5.209281,181,0.4941335,0.5936553
3164605,2026,1.9699868,21.820087,5.7641006,317,0.49572125,0.6102346
3164704,2026,1.6830403,19.246895,7.4437,1708,0.40940994,0.51540005
3164902,2026,1.7954949,25.553541,4.79159,119,0.44309738,0.5457322
3165008,2026,1.9851592,20.167137,5.4782853,238,0.50145346,0.60233426
3165107,2026,2.0545785,21.842327,6.7173395,825,0.516424,0.6145474
3165206,2026,2.1251447,20.55255,5.713752,302,0.53347343,0.6317626
3165305,2026,2.280782,20.239935,7.3834314,1608,0.5615602,0.6840926
3165404,2026,2.3003554,22.735128,6.7402263,844,0.56528956,0.69004285
3165503,2026,3.2864966,18.063065,4.3828025,79,0.6999967,0.97260785
3165537,2026,1.6435506,15.685475,6.7481465,851,0.39964905,0.4913653
3165552,2026,2.3467758,15.571417,5.562126,259,0.5736735,0.7427015
3165560,2026,1.5637829,12.816142,6.035741,417,0.3629164,0.50619346
3165602,2026,2.185343,17.91988,6.076088,434,0.54519635,0.65361494
3165701,2026,1.5602158,19.80997,5.715281,302,0.3637405,0.4847067
3165909,2026,2.419711,17.712183,6.244927,514,0.5867271,0.79834574
3166006,2026,2.145857,17.481375,6.4512205,632,0.53399986,0.64362353
3166105,2026,2.1831076,17.345442,5.5196257,248,0.54194975,0.7201683
3166204,2026,1.928511,20.584599,4.7424297,113,0.4814971,0.60407865
3166303,2026,2.3892713,17.991777,5.2611327,191,0.5856046,0.7361317
3166402,2026,2.7018878,21.767485,4.740558,113,0.6298773,0.81048244
3166501,2026,2.6889954,18.222582,5.4855475,240,0.63298565,0.7949434
3166600,2026,2.2716482,14.1050205,5.030815,152,0.5597978,0.68369514
3166709,2026,1.8774251,15.640022,5.377731,215,0.4718447,0.5693131
3166808,2026,1.6631837,22.742552,6.09483,442,0.40305388,0.51232994
3166907,2026,2.1309671,16.114264,6.8368473,930,0.53074497,0.70308524
3166956,2026,2.5919144,22.187685,6.2743216,529,0.61417896,0.77781284
3167103,2026,1.9187037,19.441805,6.484588,653,0.48130462,0.5872114
3167202,2026,1.6284378,17.672226,8.6199045,5539,0.3823241,0.48816818
3167301,2026,2.246676,19.815111,5.4245744,225,0.54470706,0.64417017
3167400,2026,2.4564252,22.519394,5.6457553,282,0.5987681,0.73040074
3167509,2026,1.9911256,9.897172,5.9467225,381,0.49779782,0.60500354
3167608,2026,2.1902359,18.94545,6.5619597,706,0.55157226,0.65068376
3167707,2026,2.2353957,16.117483,5.296003,198,0.5557719,0.687351
3167806,2026,2.3822489,22.936056,5.732171,307,0.58022946,0.71452546
3167905,2026,2.033821,18.023216,5.562458,259,0.5134602,0.6067312
3168002,2026,1.8118882,20.13964,6.285052,535,0.45324266,0.5374373
3168051,2026,2.0185552,19.476686,5.33016,205,0.48735175,0.59194374
3168101,2026,2.2592034,21.720037,4.60407,98,0.55422336,0.66555655
3168309,2026,2.3787751,19.136799,5.836788,341,0.57991916,0.7323873
3168408,2026,1.8192583,16.485859,6.002388,403,0.45342034,0.5721047
3168507,2026,2.2398067,18.74775,5.819587,335,0.5571036,0.66524285
3168606,2026,1.6005223,20.215385,8.022508,3047,0.37582493,0.48232543
3168705,2026,1.4631791,16.437397,7.4770856,1766,0.32785985,0.4407486
3168804,2026,2.1813138,20.238628,6.499378,663,0.5464088,0.65231043
3168903,2026,1.9758283,16.55666,6.0920663,441,0.49942845,0.6059014
3169000,2026,1.8336315,18.399961,6.3779016,587,0.45443577,0.5515884
3169109,2026,2.152788,21.399836,4.790013,119,0.53550017,0.64570624
3169208,2026,2.2866902,16.841793,6.082986,437,0.56608945,0.6958877
3169307,2026,2.064796,21.35666,6.8628707,955,0.5176818,0.6186646
3169356,2026,1.7205541,17.577547,6.790291,888,0.42147142,0.5200678
3169406,2026,1.7722975,21.325253,7.045827,1147,0.43303803,0.5294977
3169505,2026,2.7412965,14.386214,5.4086924,222,0.64016247,0.8395631
3169604,2026,1.715113,20.018549,6.709635,819,0.42178422,0.5183942
3169703,2026,1.6671803,20.348307,6.886371,977,0.40524936,0.49276692
3169802,2026,2.2285898,23.948975,5.482459,239,0.5512945,0.66843754
3169901,2026,1.7185464,17.220898,7.873927,2626,0.42238277,0.52720225
3170008,2026,1.7419997,16.931202,6.050154,423,0.42953628,0.53060114
3170057,2026,2.101344,16.96026,6.0186934,410,0.5320176,0.63433135
3170107,2026,1.4983788,20.897017,9.391355,11983,0.33912534,0.446178
3170206,2026,1.5241022,21.146292,9.751517,17179,0.34394303,0.4529905
3170404,2026,1.4463177,19.51601,8.582626,5337,0.31497458,0.43532315
3170438,2026,1.6901686,20.735743,4.8838744,131,0.41362664,0.51076114
3170479,2026,1.8888884,20.713808,5.4744287,237,0.4698527,0.57830775
3170503,2026,1.8211226,16.32183,5.558863,258,0.47118938,0.55271
3170529,2026,1.6076065,18.613836,6.2622795,523,0.3777147,0.48948684
3170578,2026,2.179728,15.192057,5.686736,293,0.5470474,0.65185547
3170602,2026,1.9258146,19.35011,5.6165075,273,0.47663108,0.5839515
3170701,2026,1.5014827,21.947742,8.471527,4775,0.334019,0.45550078
3170750,2026,1.915946,17.496992,5.854927,347,0.48226202,0.589961
3170800,2026,1.6738609,17.927395,6.864286,956,0.40680173,0.5034336
3170909,2026,2.233645,19.170929,6.551851,699,0.55760556,0.69204634
3171006,2026,1.8232954,20.437431,6.3069515,547,0.45619816,0.55469424
3171030,2026,1.843236,20.360313,4.144373,62,0.46186784,0.55630755
3171071,2026,1.7627317,15.190447,6.12807,457,0.4373336,0.52016115
3171105,2026,1.5717827,13.541185,5.2327847,186,0.36777598,0.4808101
3171154,2026,2.7488744,18.3751,5.407293,222,0.6408074,0.809913
3171204,2026,1.6702802,18.077454,7.9452376,2821,0.40300298,0.49550185
3171303,2026,2.0255916,21.76016,7.630237,2058,0.50951135,0.6065676
3171402,2026,2.4512105,14.852586,4.537632,92,0.59588504,0.7231657
3171501,2026,2.8444207,14.940838,4.7657824,116,0.64462554,0.8604083
3171600,2026,1.6719289,18.524809,6.3801374,589,0.38850313,0.5115471
3171709,2026,1.6026701,20.488321,5.8726034,354,0.37086758,0.47289824
3171808,2026,2.5828493,18.7594,6.666804,784,0.6162241,0.771298
3171907,2026,1.9996234,19.707407,5.6732044,289,0.5068515,0.5981643
3172004,2026,1.6017241,18.464476,7.3400736,1539,0.37426212,0.48086232
3172103,2026,2.2361743,13.487305,5.915439,369,0.5574476,0.664436
3200102,2026,1.7255225,19.378376,7.170519,1299,0.4229713,0.5163518
3200136,2026,2.214032,17.685253,4.689698,107,0.5452535,0.6468363
3200169,2026,1.5755452,13.16572,6.2791357,532,0.22891766,0.44476423
3200201,2026,1.679828,15.811106,6.6831083,797,0.40683195,0.5094341
3200300,2026,1.5340651,17.227964,6.4806113,651,0.34811363,0.45748615
3200359,2026,2.1291225,19.092855,5.3272624,204,0.5409151,0.63326997
3200409,2026,1.5113788,21.40851,6.7027054,813,0.33897415,0.45861566
3200508,2026,1.9272653,12.918658,6.0049524,404,0.48448142,0.570074
3200607,2026,1.4485867,19.272718,7.635317,2069,0.31681702,0.43335015
3200706,2026,1.8624841,17.778736,6.4448476,628,0.4662786,0.5553688
3200805,2026,1.5700343,17.389212,6.284398,535,0.36450702,0.47523242
3200904,2026,1.6485884,16.330893,7.1589656,1284,0.39865705,0.49139595
3201001,2026,1.6248822,21.07979,6.1257825,456,0.39253604,0.50252175
3201100,2026,1.6553987,17.092037,6.205217,494,0.40301535,0.4876924
3201159,2026,2.0884414,18.584564,6.126286,456,0.5251625,0.6240476
3201209,2026,1.484222,20.164898,8.614758,5511,0.3311527,0.44022372
3201308,2026,1.4065636,20.151344,8.402688,4458,0.2929471,0.42133
3201407,2026,1.559583,17.819202,6.655168,775,0.36654243,0.475092
3201506,2026,1.5221058,20.971676,7.969934,2891,0.34374362,0.45443553
3201605,2026,1.4125433,21.49393,6.2104535,496,0.29668477,0.42879826
3201704,2026,1.9012625,19.819046,5.747791,312,0.47894835,0.58855283
3201803,2026,1.9532065,19.842264,5.3749704,214,0.4924241,0.62445223
3201902,2026,1.483216,20.897942,6.2914104,538,0.32711905,0.450748
3202009,2026,2.0065129,21.360397,5.602546,270,0.501648,0.60329974
3202108,2026,1.6880001,19.91947,6.904504,995,0.40677142,0.5071516
3202207,2026,1.5487285,22.222801,6.187221,485,0.36333975,0.47440362
3202256,2026,1.7860515,19.876595,5.3728986,214,0.44605914,0.531397
3202306,2026,1.6480777,20.002794,6.6062117,738,0.39388818,0.50344765
3202405,2026,1.4864279,18.871634,7.575882,1949,0.3299731,0.45673418
3202454,2026,1.8888397,20.646244,6.3883214,593,0.4767969,0.56862044
3202504,2026,1.6619787,20.293509,5.4084663,222,0.40198532,0.50210446
3202553,2026,1.8932083,19.557806,6.098522,444,0.47007453,0.5623868
3202603,2026,1.7192956,16.050423,6.064367,429,0.40241805,0.51243734
3202652,2026,1.9341788,21.62263,6.39653,598,0.4883246,0.57963043
3202702,2026,1.4927914,22.09605,6.325805,557,0.34102568,0.45307693
3202801,2026,1.5639322,21.192696,6.5253177,681,0.3645009,0.47027317
3202900,2026,1.7148392,17.089739,5.7971916,328,0.40554166,0.517432
3203007,2026,2.0602372,19.887518,6.5152698,674,0.5232282,0.6085207
3203056,2026,1.4769083,21.712044,6.478057,649,0.3303076,0.45720768
3203106,2026,1.9206594,13.547299,6.7355413,840,0.49323973,0.57372123
3203130,2026,1.6755838,21.225677,6.323538,556,0.4091177,0.5117665
3203163,2026,1.4627358,17.136446,6.588357,725,0.32568583,0.4452123
3203205,2026,1.3585677,22.72377,8.541807,5123,0.27221158,0.41472048
3203304,2026,2.1546395,19.238825,6.638874,763,0.5209478,0.62434596
3203320,2026,1.6913154,23.510365,7.0799375,1186,0.4174478,0.51925516
3203346,2026,1.457855,21.657404,5.2946124,198,0.31918854,0.4419114
3203353,2026,1.5390509,15.972392,5.976057,392,0.35422137,0.46255314
3203403,2026,1.577745,18.304333,6.44164,626,0.37742007,0.48587316
3203502,2026,1.530448,22.83678,6.1983247,490,0.35237747,0.46305907
3203601,2026,1.5393584,22.195826,5.282763,195,0.3534754,0.4602422
3203700,2026,1.7851717,19.988344,6.5600667,705,0.44364068,0.53877735
3203809,2026,1.5902295,16.862251,6.230607,507,0.3712444,0.48328754
3203908,2026,1.3841889,21.861095,7.0170946,1114,0.29149756,0.42465997
3204005,2026,1.8410171,15.65148,6.092754,441,0.46738026,0.550159
3204054,2026,1.4732711,21.570282,7.027506,1126,0.33025643,0.44541213
3204104,2026,1.5009663,19.442642,6.787132,885,0.34084043,0.44722426
3204203,2026,1.5082396,20.452814,6.339501,565,0.34879816,0.4631644
3204252,2026,1.6138427,21.769436,5.666565,288,0.38602942,0.495947
3204302,2026,1.6015941,14.019652,6.1003313,445,0.38604748,0.4750409
3204351,2026,1.4747592,19.66762,6.274368,529,0.32773492,0.44650897
3204401,2026,1.9897802,12.626686,6.095988,443,0.5020014,0.59950906
3204500,2026,1.6160358,16.907234,5.980774,394,0.39529333,0.4746914
3204559,2026,1.6954461,18.13885,6.554013,701,0.41692987,0.5056664
3204609,2026,1.4858793,17.873716,6.4426217,627,0.32639116,0.44777048
3204658,2026,1.8428059,18.226246,6.094848,442,0.465519,0.54895043
3204708,2026,1.4985,22.424677,7.008958,1105,0.33822033,0.45614347
3204807,2026,1.88585,17.19938,5.6354513,279,0.47674844,0.58211964
3204906,2026,1.4209192,22.745321,7.8612103,2593,0.30025175,0.42764312
3204955,2026,2.0606425,15.386586,6.1629725,473,0.5208463,0.62104136
3205002,2026,1.4098228,21.323511,9.116052,9099,0.29601967,0.42512205
3205010,2026,1.5021981,21.071712,6.6089745,740,0.33843628,0.4520651
3205036,2026,1.9785516,15.453225,6.7032366,814,0.49995327,0.5867279
3205069,2026,1.6387522,17.640831,6.4000974,600,0.39028302,0.48597705
3205101,2026,1.3945727,20.281813,8.003594,2990,0.28930122,0.4155396
3205150,2026,1.6392126,21.716503,5.763961,317,0.3867797,0.48918074
3205176,2026,1.6069403,20.095398,5.383016,216,0.38180298,0.48169282
3205200,2026,1.4194971,20.362907,8.701657,6011,0.29953015,0.42676952
3205309,2026,1.3979912,20.870043,9.303966,10980,0.2875529,0.42297268
3300100,2026,1.5883174,21.702583,8.093304,3271,0.3732127,0.4746648
3300159,2026,2.3136241,10.374641,5.7341623,308,0.5782707,0.7051141
3300209,2026,1.5724412,19.921104,6.8028326,899,0.36821204,0.48321772
3300225,2026,1.8376989,16.823446,6.2346616,509,0.46163848,0.5459025
3300233,2026,1.7639409,21.182566,6.3786993,588,0.44033697,0.52466404
3300258,2026,1.7103121,20.487564,6.576914,717,0.4213938,0.51191145
3300308,2026,1.6432343,19.120325,6.791673,889,0.38952175,0.4911254
3300407,2026,1.7387326,20.88174,7.1020193,1213,0.4255706,0.5226852
3300456,2026,1.5145516,21.61177,6.842699,936,0.3400403,0.46053177
3300506,2026,2.3057053,19.013067,6.8337398,927,0.5721769,0.69891596
3300605,2026,1.7310445,12.898464,7.0702124,1175,0.42115518,0.5205488
3300704,2026,1.5222266,20.705086,7.277568,1446,0.35329583,0.46309346
3300803,2026,1.8262122,16.125788,6.7615347,862,0.45646515,0.5544984
3300902,2026,2.1666508,12.683384,5.7212667,304,0.53759784,0.63934857
3300936,2026,1.4567813,21.88904,5.9302187,375,0.3294316,0.45568913
3300951,2026,2.3279321,13.715321,6.0164375,409,0.5735189,0.6928886
3301009,2026,1.4456215,21.020535,8.918839,7470,0.31733686,0.43543023
3301108,2026,2.1597667,15.677673,7.216048,1360,0.54275274,0.6428788
3301157,2026,1.6065091,19.227217,5.5692387,261,0.37410617,0.48007983
3301207,2026,2.0278428,18.479958,6.5926323,728,0.5080018,0.6046824
3301306,2026,1.5488741,20.343933,6.116852,452,0.356987,0.46941924
3301405,2026,1.932415,19.748392,5.6521764,283,0.48994026,0.5656642
3301504,2026,2.3032455,16.77283,7.203636,1343,0.56834173,0.69251376
3301603,2026,2.0704854,17.662964,6.155725,470,0.5217522,0.6413053
3301702,2026,1.4496341,21.020893,7.7557144,2333,0.31598708,0.44407713
3301801,2026,2.027815,17.225912,5.491852,241,0.50702953,0.6115272
3301850,2026,1.6288329,18.694838,6.1134477,450,0.3884136,0.493775
3301876,2026,1.5637147,22.07458,6.594025,729,0.36805952,0.4687013
3301900,2026,1.4949726,21.32138,8.028271,3065,0.3326035,0.45775908
3302007,2026,1.5088817,19.515804,6.488862,656,0.3347255,0.45498747
3302056,2026,1.5917926,17.479452,6.162686,473,0.37898445,0.4886484
3302106,2026,2.188558,13.592593,5.7281384,306,0.54542905,0.64838696
3302205,2026,1.469974,17.403358,7.590936,1979,0.31871328,0.44730622
3302254,2026,1.7777672,19.511219,6.489613,657,0.43649927,0.5322746
3302270,2026,1.7387486,16.906021,5.6150794,273,0.42981213,0.522651
3302304,2026,2.101947,16.587103,4.841414,125,0.5372283,0.6127928
3302403,2026,1.4544954,23.109688,6.935115,1026,0.32091329,0.44341862
3302452,2026,2.4332092,18.806751,6.1906037,487,0.5957844,0.7155367
3302502,2026,1.5849558,16.629753,6.799741,896,0.37164286,0.4747344
3302601,2026,1.619577,19.086437,6.134765,460,0.38389993,0.49351633
3302700,2026,1.6431725,17.793125,7.342763,1543,0.3989645,0.49546522
3302809,2026,1.8921388,16.506702,6.2537274,518,0.4714963,0.56643873
3302858,2026,1.6965673,19.159605,6.8039007,900,0.41825578,0.5134025
3302908,2026,1.8992636,20.66929,5.9195566,371,0.4793047,0.5691622
3303005,2026,2.0778472,14.918737,6.389183,594,0.5262073,0.63017046
3303104,2026,1.9196695,15.087711,6.5586667,704,0.48721966,0.5612574
3303203,2026,2.0649981,18.420256,6.402413,602,0.5241676,0.62864804
3303302,2026,1.5289814,19.780464,8.196948,3628,0.35354853,0.46649173
3303401,2026,1.61127,19.922554,7.7323895,2280,0.38038477,0.48872346
3303500,2026,1.4487439,21.418034,7.835392,2527,0.31380215,0.44472253
3303609,2026,1.742858,18.088255,6.450091,631,0.42792052,0.52745044
3303708,2026,2.321135,16.500061,6.197508,490,0.57511646,0.6988003
3303807,2026,1.7506645,19.518236,7.1387157,1258,0.42435795,0.5181782
3303856,2026,2.0076468,19.519289,5.9616137,387,0.50717473,0.6200046
3303906,2026,1.6378537,19.891354,6.908774,1000,0.39423886,0.4923063
3303955,2026,1.8450294,20.25134,6.1350646,460,0.45989373,0.55956393
3304003,2026,1.5102957,22.07271,6.5408683,691,0.33875906,0.45506465
3304102,2026,1.5853915,16.589754,6.2091956,496,0.38383606,0.4736391
3304110,2026,1.7959816,19.091167,6.779253,878,0.44652823,0.5473522
3304128,2026,1.784124,23.650606,5.9085155,367,0.43784174,0.529647
3304144,2026,1.6831475,19.169546,6.06534,429,0.40595305,0.5067533
3304151,2026,1.6377174,21.475319,6.625148,752,0.39341947,0.50920653
3304201,2026,1.500131,21.37176,8.054539,3147,0.33762196,0.45097822
3304300,2026,1.5458205,19.988144,7.31453,1500,0.35880068,0.46953446
3304409,2026,1.8771648,20.044838,5.7277255,306,0.47532156,0.5509806
3304508,2026,1.7354964,21.9165,5.586644,265,0.42548722,0.53475785
3304524,2026,1.4863907,21.181768,7.4492583,1717,0.33160177,0.44775203
3304557,2026,1.5107455,20.728073,10.616983,40821,0.34212518,0.4544437
3304607,2026,2.7178645,14.377199,4.385799,79,0.63517356,0.8477438
3304706,2026,1.725172,13.641948,6.3973713,599,0.42596525,0.51586205
3304755,2026,1.5203469,17.09522,6.6735983,790,0.29920045,0.45040098
3304805,2026,1.7117136,15.858309,6.028221,413,0.41719955,0.5131813
3304904,2026,1.4734454,19.063814,8.364868,4292,0.33655065,0.44472086
3305000,2026,1.7466041,18.89291,5.735474,308,0.43384463,0.52024627
3305109,2026,1.4863108,21.135612,7.123146,1239,0.32987985,0.4536687
3305133,2026,1.7291608,16.0115,5.6234455,275,0.42403388,0.5174695
3305158,2026,2.294705,16.592506,6.161656,473,0.56694764,0.70248276
3305208,2026,1.5830997,20.36296,6.4412856,626,0.37149045,0.483503
3305307,2026,2.4028249,13.874208,5.4323816,227,0.59097683,0.70777303
3305406,2026,1.9264232,16.895771,6.1903234,487,0.488443,0.5712664
3305505,2026,1.4301802,21.54895,7.219486,1364,0.3078409,0.42954907
3305554,2026,1.5927151,19.071236,5.75848,315,0.37428564,0.48222366
3305604,2026,2.1695383,19.080976,6.3715243,583,0.54121995,0.6560142
3305703,2026,2.0480123,17.598768,6.043832,420,0.5159154,0.61324346
3305752,2026,1.7569585,19.475437,5.671181,289,0.43768328,0.526968
3305802,2026,1.7993786,20.752487,7.055252,1157,0.45166072,0.5548969
3305901,2026,1.9319029,17.475183,4.856477,127,0.49280804,0.62103295
3306008,2026,1.8596268,15.340991,7.0984473,1209,0.47271273,0.547945
3306107,2026,1.5675609,19.42107,6.744112,848,0.36586472,0.47308165
3306156,2026,2.345802,13.708251,6.073798,433,0.57289386,0.7128427
3306206,2026,1.8043236,18.734533,6.495314,661,0.44503263,0.5371562
3306305,2026,1.7243749,19.306482,8.223362,3726,0.42168963,0.5130358
3500105,2026,1.6301143,19.862854,7.488087,1785,0.38538337,0.4860593
3500204,2026,1.600551,17.930977,5.198248,179,0.38301712,0.47570404
3500303,2026,1.7901092,17.127186,7.1494737,1272,0.4413471,0.5342179
3500402,2026,1.8798292,17.657356,5.41767,224,0.47503957,0.5570055
3500501,2026,1.9035344,20.106123,5.869406,353,0.48022902,0.5714935
3500550,2026,2.2471185,24.468372,5.5686226,261,0.5608268,0.6820291
3500600,2026,1.8046288,21.635822,5.7976923,328,0.453179,0.5421381
3500709,2026,1.7008739,20.334835,6.9883738,1082,0.41062987,0.51768583
3500758,2026,2.2286634,19.761099,4.922024,136,0.55489016,0.6580592
3500808,2026,1.7504303,15.849307,6.1689053,476,0.43991628,0.52177066
3500907,2026,1.7254828,20.288326,5.266767,192,0.42461333,0.5172272
3501004,2026,1.9232686,20.089853,5.252756,190,0.48516962,0.59786224
3501103,2026,1.8117349,15.651568,5.7389235,309,0.4520007,0.5424477
3501152,2026,1.9091406,19.434412,6.1353264,460,0.4803179,0.5698408
3501202,2026,1.6156952,18.186934,5.6211343,275,0.38495877,0.48357785
3501301,2026,1.5697389,18.498453,6.4964695,661,0.3673968,0.47510642
3501400,2026,1.9212536,21.335415,5.410262,222,0.47781673,0.57308394
3501509,2026,2.1788769,17.53088,5.5288134,250,0.5470122,0.66323346
3501608,2026,1.6229539,20.840136,8.7057085,6036,0.38694254,0.48811233
3501707,2026,1.6034526,19.025349,7.039796,1140,0.3787485,0.48525697
3501806,2026,1.6317756,18.046978,5.8624597,350,0.38678053,0.4942593
3501905,2026,1.641314,20.77132,7.496713,1801,0.38290787,0.4981635
3502002,2026,1.9161729,20.862852,6.307285,547,0.48370135,0.5734736
3502101,2026,1.5391419,19.672638,7.9345264,2791,0.35123345,0.4693073
3502200,2026,2.0530803,21.67707,6.448117,630,0.519822,0.6156309
3502309,2026,1.810771,22.683764,5.82312,337,0.44018614,0.5306073
3502408,2026,1.957451,18.873299,5.7067013,299,0.49620396,0.58437675
